"url","comment_user","comment_user_url","comment_date","comment","likes_number","replies_number","replies","hashtag_comment","tagged_users_in_comment","post_url","post_user","comment_id","post_id","timestamp","input","error","error_code","warning","warning_code"
"https://www.instagram.com/dorfterror","stoneoldnoob","https://www.instagram.com/stoneoldnoob","2025-03-16T02:18:07.000Z","Sehr schöne Fotos, freu mich schon auf Leipzig❤️🔥",1,0,,,,"https://www.instagram.com/p/DHOzZF8MGDw","dorfterror","17905213362102165","3589031977798361328","2025-07-12T20:59:16.634Z","{""url"":""https://www.instagram.com/p/DHOzZF8MGDw""}",,,,
"https://www.instagram.com/dorfterror","its_a_161_riot","https://www.instagram.com/its_a_161_riot","2025-03-15T19:37:47.000Z","❤️🧡💛💚💙💜",0,0,,,,"https://www.instagram.com/p/DHOzZF8MGDw","dorfterror","17970705821721105","3589031977798361328","2025-07-12T20:59:16.634Z","{""url"":""https://www.instagram.com/p/DHOzZF8MGDw""}",,,,
"https://www.instagram.com/dorfterror","wild_n_free_photography","https://www.instagram.com/wild_n_free_photography","2025-03-15T19:32:17.000Z","🔥👏😍",1,0,,,,"https://www.instagram.com/p/DHOzZF8MGDw","dorfterror","17843917422443513","3589031977798361328","2025-07-12T20:59:16.634Z","{""url"":""https://www.instagram.com/p/DHOzZF8MGDw""}",,,,
"https://www.instagram.com/dorfterror","its_a_161_riot","https://www.instagram.com/its_a_161_riot","2024-11-07T18:56:26.000Z","sweet throwback 💕",0,0,,,,"https://www.instagram.com/p/DByPFFoMVZ8","dorfterror","18283213465212637","3490918981503637116","2025-07-12T20:59:16.648Z","{""url"":""https://www.instagram.com/p/DByPFFoMVZ8""}",,,,
"https://www.instagram.com/dorfterror","wild_n_free_photography","https://www.instagram.com/wild_n_free_photography","2024-10-31T22:24:58.000Z","das war unvergesslich ❤️",2,0,,,,"https://www.instagram.com/p/DByPFFoMVZ8","dorfterror","18473983225049729","3490918981503637116","2025-07-12T20:59:16.648Z","{""url"":""https://www.instagram.com/p/DByPFFoMVZ8""}",,,,
"https://www.instagram.com/dorfterror","popperklopper_official","https://www.instagram.com/popperklopper_official","2024-10-31T11:15:43.000Z","Das gute alte @exhaustrier ...kurz vorher, am 25.08.2018 haben wir genau da, im Balkensaal, unser letztes Konzert  gespielt. Schnief....Unser erstes Konzert im Exhaus war am 25.06.1994..",3,2,"[{""reply_user"":""dorfterror"",""reply_date"":""2024-10-31T16:36:54.000Z"",""reply"":""@popperklopper_official wow, ihr habt dort rund 25 Jahre (Band-)Geschichte … kaum nachzufühlen was das bedeutet … und das Gebäude steht seitdem einfach nur leer … 😢"",""likes_number"":0},{""reply_user"":""popperklopper_official"",""reply_date"":""2024-10-31T18:18:19.000Z"",""reply"":""@dorfterror jou, und 23 Gigs..."",""likes_number"":1}]",,"[""@exhaustrier""]","https://www.instagram.com/p/DByPFFoMVZ8","dorfterror","18052591615933048","3490918981503637116","2025-07-12T20:59:16.648Z","{""url"":""https://www.instagram.com/p/DByPFFoMVZ8""}",,,,
"https://www.instagram.com/dorfterror","freidenkeralarmpunk","https://www.instagram.com/freidenkeralarmpunk","2024-10-31T10:47:52.000Z","🖤",2,0,,,,"https://www.instagram.com/p/DByPFFoMVZ8","dorfterror","18053404654925168","3490918981503637116","2025-07-12T20:59:16.648Z","{""url"":""https://www.instagram.com/p/DByPFFoMVZ8""}",,,,
"https://www.instagram.com/dorfterror","magdalenakronz","https://www.instagram.com/magdalenakronz","2024-10-31T10:41:04.000Z","werd ich auch nit so vergessen, eure konzerte sind immer legendäär aber das war wirklich ganz besonders❤️🔥🔥 alerta",2,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2024-10-31T16:32:22.000Z"",""reply"":""@magdalenakronz ja, und vielen lieben Dank, dass du damals schon dabei warst 🔥❤️"",""likes_number"":0}]",,,"https://www.instagram.com/p/DByPFFoMVZ8","dorfterror","18281163787173879","3490918981503637116","2025-07-12T20:59:16.648Z","{""url"":""https://www.instagram.com/p/DByPFFoMVZ8""}",,,,
"https://www.instagram.com/dorfterror","magdalenakronz","https://www.instagram.com/magdalenakronz","2024-10-31T10:39:21.000Z","oh wie süüß, es war ne legendäre show",2,0,,,,"https://www.instagram.com/p/DByPFFoMVZ8","dorfterror","18272670019220968","3490918981503637116","2025-07-12T20:59:16.648Z","{""url"":""https://www.instagram.com/p/DByPFFoMVZ8""}",,,,
"https://www.instagram.com/dorfterror","frank_bresch","https://www.instagram.com/frank_bresch","2025-03-23T22:57:57.000Z","👏👏👏👏👏",0,0,,,,"https://www.instagram.com/p/DHizfkMMTF7","dorfterror","18075838945815450","3594661922130178427","2025-07-12T20:59:16.651Z","{""url"":""https://www.instagram.com/p/DHizfkMMTF7""}",,,,
"https://www.instagram.com/dorfterror","massenkarambolage","https://www.instagram.com/massenkarambolage","2025-03-23T19:59:17.000Z","Hat Bock gemacht mit euch!! 🤘🏻🤘🏻🫶🏻",0,0,,,,"https://www.instagram.com/p/DHizfkMMTF7","dorfterror","18080803552725423","3594661922130178427","2025-07-12T20:59:16.651Z","{""url"":""https://www.instagram.com/p/DHizfkMMTF7""}",,,,
"https://www.instagram.com/dorfterror","the_jeals","https://www.instagram.com/the_jeals","2025-03-23T16:59:57.000Z","Hyped🔥",0,0,,,,"https://www.instagram.com/p/DHizfkMMTF7","dorfterror","18032194832319837","3594661922130178427","2025-07-12T20:59:16.651Z","{""url"":""https://www.instagram.com/p/DHizfkMMTF7""}",,,,
"https://www.instagram.com/juz_burglengenfeld","its_a_161_riot","https://www.instagram.com/its_a_161_riot","2024-11-07T18:55:32.000Z","😍🔥❤️",4,0,,,,"https://www.instagram.com/p/DB6H1Qottwy","juz_burglengenfeld","18046213085314151","3493138907300027442","2025-07-12T20:59:16.682Z","{""url"":""https://www.instagram.com/p/DB6H1Qottwy""}",,,,
"https://www.instagram.com/juz_burglengenfeld","goethe_rockt_schiller","https://www.instagram.com/goethe_rockt_schiller","2024-11-03T12:26:43.000Z","🔥🔥🔥🔥🔥",5,0,,,,"https://www.instagram.com/p/DB6H1Qottwy","juz_burglengenfeld","17880737733090234","3493138907300027442","2025-07-12T20:59:16.682Z","{""url"":""https://www.instagram.com/p/DB6H1Qottwy""}",,,,
"https://www.instagram.com/juz_burglengenfeld","dorfterror","https://www.instagram.com/dorfterror","2024-11-03T11:52:21.000Z","Wird gut 🔥🔥🙌",4,2,"[{""reply_user"":""juz_burglengenfeld"",""reply_date"":""2024-11-03T11:54:41.000Z"",""reply"":""@dorfterror auf jeden Fall!🔥🔥🙌"",""likes_number"":6},{""reply_user"":""hair_by_gypsy"",""reply_date"":""2024-11-03T13:36:31.000Z"",""reply"":""@dorfterror nicht nur gut, sondern besser🔥🔥🔥🔥🔥"",""likes_number"":0}]",,,"https://www.instagram.com/p/DB6H1Qottwy","juz_burglengenfeld","18096292876484091","3493138907300027442","2025-07-12T20:59:16.682Z","{""url"":""https://www.instagram.com/p/DB6H1Qottwy""}",,,,
"https://www.instagram.com/dorfterror","zzburkhardt","https://www.instagram.com/zzburkhardt","2025-03-23T11:59:34.000Z","Die Aufnahmen sind richtig gut 👏👏👏👏",0,0,,,,"https://www.instagram.com/p/DHdOnEzM7SO","dorfterror","18063060524301684","3593092335576265870","2025-07-12T20:59:16.706Z","{""url"":""https://www.instagram.com/p/DHdOnEzM7SO""}",,,,
"https://www.instagram.com/dorfterror","frank_bresch","https://www.instagram.com/frank_bresch","2025-03-21T11:47:43.000Z","👏👏👏👏👏",1,1,"[{""reply_user"":""minohband"",""reply_date"":""2025-03-21T12:01:48.000Z"",""reply"":""@frank_bresch 🔥🙌🔥"",""likes_number"":1}]",,,"https://www.instagram.com/p/DHdOnEzM7SO","dorfterror","18009281813708957","3593092335576265870","2025-07-12T20:59:16.706Z","{""url"":""https://www.instagram.com/p/DHdOnEzM7SO""}",,,,
"https://www.instagram.com/dorfterror","blaecklist061_official","https://www.instagram.com/blaecklist061_official","2025-03-21T11:14:10.000Z","🔥🔥",1,0,,,,"https://www.instagram.com/p/DHdOnEzM7SO","dorfterror","17911125903096966","3593092335576265870","2025-07-12T20:59:16.706Z","{""url"":""https://www.instagram.com/p/DHdOnEzM7SO""}",,,,
"https://www.instagram.com/dorfterror","aura_red_lives.again","https://www.instagram.com/aura_red_lives.again","2024-11-03T09:14:25.000Z","Man ich hätte mega lust gehabt komme aber aus bw und bin 14😭 mein Leben mag mich nicht🥲",3,6,"[{""reply_user"":""aura_red_lives.again"",""reply_date"":""2024-11-04T05:01:44.000Z"",""reply"":""@louis_greenday es is voll schlimm vorallem wenn man auf nem Dorf wohnt wo dich alle hassen"",""likes_number"":0},{""reply_user"":""louis_greenday"",""reply_date"":""2024-11-04T05:42:50.000Z"",""reply"":""@aura_red_punk.auf.die1 fühl ich, bei mir genauso"",""likes_number"":0},{""reply_user"":""aura_red_lives.again"",""reply_date"":""2024-11-04T05:52:55.000Z"",""reply"":""@louis_greenday ja wo kommst du her wenn ich fragen darf?"",""likes_number"":0}]",,,"https://www.instagram.com/p/DBn6Gt4MCi6","dorfterror","18136480291365726","3488011984697305274","2025-07-12T20:59:16.811Z","{""url"":""https://www.instagram.com/p/DBn6Gt4MCi6""}",,,,
"https://www.instagram.com/dorfterror","anlichtie","https://www.instagram.com/anlichtie","2024-10-30T06:19:01.000Z","Bin aus RLP...kann mittelmäßig punksingen🔥...zählt 47 noch als Anfang 20?😂",3,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2024-11-02T14:25:16.000Z"",""reply"":""@anlichtie Punk ist eigentlich das Alter völlig egal 💕"",""likes_number"":2}]",,,"https://www.instagram.com/p/DBn6Gt4MCi6","dorfterror","18038574089177467","3488011984697305274","2025-07-12T20:59:16.811Z","{""url"":""https://www.instagram.com/p/DBn6Gt4MCi6""}",,,,
"https://www.instagram.com/dorfterror","its_a_161_riot","https://www.instagram.com/its_a_161_riot","2024-11-07T18:55:01.000Z","🔥🔥🔥",0,0,,,,"https://www.instagram.com/p/DB8WxkaNN1P","dorfterror","18082847002478907","3493767574304644431","2025-07-12T20:59:16.825Z","{""url"":""https://www.instagram.com/p/DB8WxkaNN1P""}",,,,
"https://www.instagram.com/dorfterror","tifarla80","https://www.instagram.com/tifarla80","2024-11-05T07:38:20.000Z","Wie schön, dass es die Baracke immer noch gibt! ❤️",2,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2024-11-06T19:37:19.000Z"",""reply"":""@tifarla80 ja, solche Orte / Freiräume sind so wichtig! ❤️"",""likes_number"":0}]",,,"https://www.instagram.com/p/DB8WxkaNN1P","dorfterror","18009488360476297","3493767574304644431","2025-07-12T20:59:16.825Z","{""url"":""https://www.instagram.com/p/DB8WxkaNN1P""}",,,,
"https://www.instagram.com/dorfterror","gilbietmann","https://www.instagram.com/gilbietmann","2025-03-22T18:49:22.000Z","Mega!!! Ticket gekauft nach eurem Tollen Auftritt in Köln 🤘🏻🎸 Gruß vom Gil aus dem Münsterland 🤗",1,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2025-03-23T09:13:54.000Z"",""reply"":""@gilbietmann Danke! 🥰 Das wird großartig! 🔥"",""likes_number"":1}]",,,"https://www.instagram.com/p/DHdl8fAM6DV","dorfterror","17876302911281852","3593194961890418901","2025-07-12T20:59:16.827Z","{""url"":""https://www.instagram.com/p/DHdl8fAM6DV""}",,,,
"https://www.instagram.com/dorfterror","annika_pippilotta","https://www.instagram.com/annika_pippilotta","2025-03-21T14:46:54.000Z","Juhu juhu! 🔥",1,0,,,,"https://www.instagram.com/p/DHdl8fAM6DV","dorfterror","18305171761226031","3593194961890418901","2025-07-12T20:59:16.827Z","{""url"":""https://www.instagram.com/p/DHdl8fAM6DV""}",,,,
"https://www.instagram.com/dorfterror","ichbineinfynn","https://www.instagram.com/ichbineinfynn","2025-03-21T13:42:03.000Z","Wie krass ist das denn bitte? Mega!! Habt ihr euch verdient! 😍🤘🏻🔥🔥🔥",2,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2025-03-23T09:17:40.000Z"",""reply"":""@ichbineinfynn danke! 🥰 das wird n Knaller! 🧨"",""likes_number"":1}]",,,"https://www.instagram.com/p/DHdl8fAM6DV","dorfterror","18066573052741613","3593194961890418901","2025-07-12T20:59:16.827Z","{""url"":""https://www.instagram.com/p/DHdl8fAM6DV""}",,,,
"https://www.instagram.com/crossoverfestival_grimma","dorfterror","https://www.instagram.com/dorfterror","2025-03-13T15:37:43.000Z","Wir freuen uns 🔥🙌",2,1,"[{""reply_user"":""crossoverfestival_grimma"",""reply_date"":""2025-03-13T16:45:59.000Z"",""reply"":""@dorfterror 🔥🔥🔥"",""likes_number"":0}]",,,"https://www.instagram.com/p/DHJHDj8NJjl","crossoverfestival_grimma","17942091449975421","3587429609252362469","2025-07-12T20:59:16.863Z","{""url"":""https://www.instagram.com/p/DHJHDj8NJjl""}",,,,
"https://www.instagram.com/muellem_mon_amour.161","maush.eesh","https://www.instagram.com/maush.eesh","2025-03-18T20:55:30.000Z","🧡🔥",2,0,,,,"https://www.instagram.com/p/DHTLNGOsPcT","muellem_mon_amour.161","18364396813192577","3590262606498166547","2025-07-12T20:59:16.881Z","{""url"":""https://www.instagram.com/p/DHTLNGOsPcT""}",,,,
"https://www.instagram.com/muellem_mon_amour.161","wild_n_free_photography","https://www.instagram.com/wild_n_free_photography","2025-03-18T17:39:33.000Z","🔥🔥🔥",3,0,,,,"https://www.instagram.com/p/DHTLNGOsPcT","muellem_mon_amour.161","18080543956581131","3590262606498166547","2025-07-12T20:59:16.881Z","{""url"":""https://www.instagram.com/p/DHTLNGOsPcT""}",,,,
"https://www.instagram.com/muellem_mon_amour.161","iamcord_","https://www.instagram.com/iamcord_","2025-03-17T13:48:00.000Z","Klingt top🔥🔥🔥",3,0,,,,"https://www.instagram.com/p/DHTLNGOsPcT","muellem_mon_amour.161","18042035021158008","3590262606498166547","2025-07-12T20:59:16.881Z","{""url"":""https://www.instagram.com/p/DHTLNGOsPcT""}",,,,
"https://www.instagram.com/dorfterror","black_swanserastav","https://www.instagram.com/black_swanserastav","2024-11-03T09:47:06.000Z","✊🫶✌️",2,0,,,,"https://www.instagram.com/reel/DB3V8MQtiJC","dorfterror","18052613569930517","3492356531359720002","2025-07-12T20:59:16.888Z","{""url"":""https://www.instagram.com/reel/DB3V8MQtiJC""}",,,,
"https://www.instagram.com/dorfterror","jpk_18.1.6","https://www.instagram.com/jpk_18.1.6","2024-11-02T15:42:38.000Z","Und heute in Mannheim, das wird Abriss pur :) 🖤❤️ ich freue mich auf später",6,0,,,,"https://www.instagram.com/reel/DB3V8MQtiJC","dorfterror","18283978378209603","3492356531359720002","2025-07-12T20:59:16.888Z","{""url"":""https://www.instagram.com/reel/DB3V8MQtiJC""}",,,,
"https://www.instagram.com/dorfterror","magdalenakronz","https://www.instagram.com/magdalenakronz","2024-11-02T12:58:15.000Z","sehr geeil",5,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2024-11-02T14:23:31.000Z"",""reply"":""@magdalenakronz 💕"",""likes_number"":2}]",,,"https://www.instagram.com/reel/DB3V8MQtiJC","dorfterror","17981039960772555","3492356531359720002","2025-07-12T20:59:16.888Z","{""url"":""https://www.instagram.com/reel/DB3V8MQtiJC""}",,,,
"https://www.instagram.com/dorfterror","trixstarmusic","https://www.instagram.com/trixstarmusic","2024-11-02T11:59:54.000Z","Es war mega nice 💯🔥❤️ Danke",6,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2024-11-02T14:23:57.000Z"",""reply"":""@trixstarmusic ❤️"",""likes_number"":6}]",,,"https://www.instagram.com/reel/DB3V8MQtiJC","dorfterror","17842255647356736","3492356531359720002","2025-07-12T20:59:16.888Z","{""url"":""https://www.instagram.com/reel/DB3V8MQtiJC""}",,,,
"https://www.instagram.com/dorfterror","funky.freddi","https://www.instagram.com/funky.freddi","2024-11-02T11:26:11.000Z","So geil gestern 🔥🔥🔥 Das hilft um bis 2026 durchzuhalten. Bin so gespannt was kommt",7,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2024-11-02T14:23:38.000Z"",""reply"":""@freddy.funky ❤️"",""likes_number"":3}]",,,"https://www.instagram.com/reel/DB3V8MQtiJC","dorfterror","18056687680882394","3492356531359720002","2025-07-12T20:59:16.888Z","{""url"":""https://www.instagram.com/reel/DB3V8MQtiJC""}",,,,
"https://www.instagram.com/dorfterror","dorfterror.fussel","https://www.instagram.com/dorfterror.fussel","2024-11-02T11:06:03.000Z","War geil 🔥❤️",5,0,,,,"https://www.instagram.com/reel/DB3V8MQtiJC","dorfterror","17917942634999399","3492356531359720002","2025-07-12T20:59:16.888Z","{""url"":""https://www.instagram.com/reel/DB3V8MQtiJC""}",,,,
"https://www.instagram.com/dorfterror","nina.dormann","https://www.instagram.com/nina.dormann","2025-03-20T09:33:15.000Z","Ich hab das auch nicht so aufgefasst, als ob ihr was verstecken wollt. Nur wurde ein Konzert von euch bei uns im Limes nie mit uns abgesprochen...",0,1,"[{""reply_user"":""minohband"",""reply_date"":""2025-03-20T09:42:50.000Z"",""reply"":""@nina.dormann wir sind ja auch nur die Vorband von Dorfterror… bzw sind eingesprungen, trotzdem wollten wir einfach spenden und das gesammelte an Lines weitergeben über die Freundin. Dafür jetzt öffentlich verleumdet zu werden, ist echt uns, aber auch Dorfterror und vor allem der Freundin gegenüber, nicht fair. Ich weiß ehrlich gesagt jetzt nicht, wie ich ihr das sagen soll."",""likes_number"":1}]",,,"https://www.instagram.com/p/DHLWZw5Mfrk","dorfterror","18028597109353031","3588060055640079076","2025-07-12T20:59:16.895Z","{""url"":""https://www.instagram.com/p/DHLWZw5Mfrk""}",,,,
"https://www.instagram.com/dorfterror","nina.dormann","https://www.instagram.com/nina.dormann","2025-03-20T09:02:13.000Z","Na klar. Die Werbung und auch der Text sind aber mehr als irreführend. Es wird mit dem Limes geworben und die Veranstaltung sogar als angebliche Soli Veranstaltung verkauft. Recht grenzwertig das Ganze, wenn man bedenkt, dass die Veranstaltung von Ex-Mitarbeitern von uns veranstaltet wird. Solidarität sieht anders aus,. Hier wird mit Soli Veranstaltungen Greenwashing betrieben...",0,2,"[{""reply_user"":""minohband"",""reply_date"":""2025-03-20T09:11:37.000Z"",""reply"":""@nina.dormann Nein, hier wird nichts irgendwie verkauft. Eine Freundin aus Köln hat aus eigener Initiative eine Spendenaktion gepostet und uns getagt weil sie dachte, wir spielen im Limes…und dann soll man zur Show und direkt spenden…im Limes! …was wir auch dachten. \nDANACH haben wir erfahren dass die Location geändert wurde. Die Freundin war auch baff. Also es gab keine Intention irgendwas zu verstecken."",""likes_number"":2},{""reply_user"":""dorfterror"",""reply_date"":""2025-03-21T09:14:14.000Z"",""reply"":""@nina.dormann Hallo Nina! Laut unserem Veranstalter war das Konzert im Limes fest geplant. Wir haben u.a. das Crowdfunding unterstützt und hätten sehr gern auch im Rahmen dieses Konzerts weitere Unterstützung geleistet. Wir haben dies hier jedoch nie so „beworben“ und mit „greenwashing“ hat das schon gleich gar nichts zu tun. Wir haben mehrfach auf unterschiedlichen Kanälen versucht das Limes zu erreichen um das Konzert dort spielen zu können, jedoch nie eine Antwort erhalten, daher musste es dann leider verlegt werden. Dass du Minoh und uns jetzt hier öffentlich Vorwürfe machst ist unangebracht. Mit dem Streit, der da ums Limes grade stattfindet haben beide Bands rein gar nichts zu tun, bitte zieh uns da nicht rein, alles was wir tun wollen ist helfen und wir hätten uns sehr gefreut, wenn das Konzert wie ursprünglich geplant stattgefunden hätte. Denn alles was danach kam war auch für uns viel Arbeit. Vielleicht finden wir ja noch einen Weg das Limes zu unterstützen, nachdem ja jetzt anscheinend ein Kontakt besteht? 🫶"",""likes_number"":3}]",,,"https://www.instagram.com/p/DHLWZw5Mfrk","dorfterror","17863415994282886","3588060055640079076","2025-07-12T20:59:16.895Z","{""url"":""https://www.instagram.com/p/DHLWZw5Mfrk""}",,,,
"https://www.instagram.com/dorfterror","nina.dormann","https://www.instagram.com/nina.dormann","2025-03-18T07:24:48.000Z","Dieses Konzert hat Nichts mit dem Limes zu tun. Falls ihr das Limes unterstützen möchtet, kommt vorbei. Ende März geht es wieder los mit Konzerten...",0,2,"[{""reply_user"":""minohband"",""reply_date"":""2025-03-18T08:14:32.000Z"",""reply"":""@nina.dormann Alles klar! ❤️🔥"",""likes_number"":0},{""reply_user"":""dorfterror"",""reply_date"":""2025-03-20T08:51:26.000Z"",""reply"":""@nina.dormann das Konzert war ursprünglich im Limes geplant. Aufgrund der Schließung aktuell mussten wir es leider verschieben. Wir hoffen, dass wir bald mal beim Limes vorbeischauen können und freuen uns Mega, dass das Limes weiter machen kann! 🙌🔥"",""likes_number"":1}]",,,"https://www.instagram.com/p/DHLWZw5Mfrk","dorfterror","18342430135158452","3588060055640079076","2025-07-12T20:59:16.895Z","{""url"":""https://www.instagram.com/p/DHLWZw5Mfrk""}",,,,
"https://www.instagram.com/dorfterror","boris_truly","https://www.instagram.com/boris_truly","2024-11-20T19:13:33.000Z","🔥❤️",3,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2024-11-21T07:13:51.000Z"",""reply"":""@boris_truly ✊🥰"",""likes_number"":0}]",,,"https://www.instagram.com/p/DCmPncdsQe1","dorfterror","18259222546249049","3505558041274681269","2025-07-12T20:59:16.898Z","{""url"":""https://www.instagram.com/p/DCmPncdsQe1""}",,,,
"https://www.instagram.com/dorfterror","dertypvonderpartei","https://www.instagram.com/dertypvonderpartei","2024-11-20T18:35:45.000Z","Und wat ist mit Hamburg?",3,1,"[{""reply_user"":""dorfterror"",""reply_date"":""2024-11-21T07:13:15.000Z"",""reply"":""@dertypvonderpartei Unvergessen: 2.Liga Meisterfeier und Demo des 🤎 FC St Pauli 🤎 damals im Mai aufm Rathausplatz … Schietwetter … Einzig die ✊Omas gegen Rechts✊ trotzen dem Regen ☔️ während Hamburg in der trockenen U-Bahn stand ... 🙊🙈 Wären die Omas denn dann auch wieder am Start …?! 🔥❤️"",""likes_number"":1}]",,,"https://www.instagram.com/p/DCmPncdsQe1","dorfterror","18058128343855672","3505558041274681269","2025-07-12T20:59:16.898Z","{""url"":""https://www.instagram.com/p/DCmPncdsQe1""}",,,,
"https://www.instagram.com/fiftyzlotys","deurzaamschiedam","https://www.instagram.com/deurzaamschiedam","2024-11-07T16:50:56.000Z","Zur Abwechslung vielleicht zwischendrin mal The biggest Lie - NUFAN oder Jesusland - NoFX (und diverse andere)",1,0,,,,"https://www.instagram.com/p/DCCt92Qo4Nk","fiftyzlotys","17879961513168516","3495558423035216740","2025-07-12T20:59:16.904Z","{""url"":""https://www.instagram.com/p/DCCt92Qo4Nk""}",,,,
"https://www.instagram.com/fiftyzlotys","dorfterror","https://www.instagram.com/dorfterror","2024-11-06T22:43:11.000Z","könnte man in Dauerschleife spielen…",4,1,"[{""reply_user"":""fiftyzlotys"",""reply_date"":""2024-11-06T22:52:00.000Z"",""reply"":""@dorfterror haben wir heute gemacht 😅"",""likes_number"":1}]",,,"https://www.instagram.com/p/DCCt92Qo4Nk","fiftyzlotys","18011629847426245","3495558423035216740","2025-07-12T20:59:16.904Z","{""url"":""https://www.instagram.com/p/DCCt92Qo4Nk""}",,,,
